priorite;score;nom;siren;code_naf;ville;code_postal;departement;region;adresse;ca_eur;annee_comptes;resultat_net_eur;effectif_tranche;annee_effectif;annee_creation;anciennete_ans;dirigeant_principal;age_dirigeant_max;nb_etablissements_ouverts;categorie_insee;site_web_probable;email_contact;signaux_site;signaux_faible_digitalisation;offres_emploi_admin;linkedin;url_source_registre;url_source_api
A;7;GORON SYSTEMES;400089199;46.52Z;ASNIERES-SUR-SEINE;92600;92;Île-de-France;1 RUE D'ANJOU 92600 ASNIERES-SUR-SEINE;5727248;2023;-96818;20 à 49;2023;1995;31;Eric Jean Constant Chenevier (66 ans, Président de SAS);66;3;ETI;https://www.goron-systemes.fr;n/d;"fax affiché; site récent (https+responsive)";"pas d'espace client détecté ; pas de devis/commande en ligne détecté ; fax encore affiché";n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/400089199;https://recherche-entreprises.api.gouv.fr/search?q=400089199
A;7;CAISSE ENREGISTREUSE SERVICE (MAT BURO) (CES);391976867;46.69C;VOISINS-LE-BRETONNEUX;78960;78;Île-de-France;16 RUE DES TILLEULS 78960 VOISINS-LE-BRETONNEUX;4530106;2022;435727;10 à 19;2023;1993;33;"Christophe Coquelin (57 ans, Gérant); Cedric Prost Dumont (43 ans, Gérant)";57;2;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/391976867;https://recherche-entreprises.api.gouv.fr/search?q=391976867
A;7;AC STEEL;532356391;46.73A;BONNEUIL-SUR-MARNE;94380;94;Île-de-France;5 ROUTE DE L'OUEST 94380 BONNEUIL-SUR-MARNE;3681717;2015;62045;10 à 19;2023;2011;15;"Thierry Azerad (63 ans, Président de SAS); Thierry Jean Jacques Azerad (63 ans, Président de SAS)";63;4;ETI;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/532356391;https://recherche-entreprises.api.gouv.fr/search?q=532356391
A;7;STEPHANE GERARD MALHERBE FRANCE;424783538;46.66Z;BRY-SUR-MARNE;94360;94;Île-de-France;1 RUE DE LA GARENNE 94360 BRY-SUR-MARNE;3379104;2024;16907;10 à 19;2023;1999;27;Stephane Malherbe (57 ans, Président de SAS);57;2;PME;https://www.stephane.fr;n/d;site récent (https+responsive);"pas d'espace client détecté ; pas de devis/commande en ligne détecté";n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/424783538;https://recherche-entreprises.api.gouv.fr/search?q=424783538
A;7;UN PLUS;353533706;46.44Z;FREPILLON;95740;95;Île-de-France;ZAC LES EPINEAUX 9 AVENUE ROLAND MORENO 95740 FREPILLON;3338448;2024;210617;10 à 19;2023;1990;36;Sébastien Romefort (55 ans, Directeur Général);55;2;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/353533706;https://recherche-entreprises.api.gouv.fr/search?q=353533706
A;7;LA BS (BE1ST PRO,BEFIRST PRO,RIDEAUX-DE-SCENE.COM);382248797;46.69C;PARIS;75013;75;Île-de-France;17 RUE VERGNIAUD 75013 PARIS;n/d;n/d;n/d;20 à 49;2023;1991;35;Eric Espaze (63 ans, Gérant);63;2;PME;https://www.la-bs.com;n/d;"commande/devis en ligne; site récent (https+responsive)";pas d'espace client détecté;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/382248797;https://recherche-entreprises.api.gouv.fr/search?q=382248797
A;7;REALS;334747573;46.69B;PARIS;75016;75;Île-de-France;60 AVENUE FOCH 75016 PARIS;n/d;n/d;n/d;20 à 49;2023;1986;40;Dominique Bernard Cognée (77 ans, Président de SAS);77;2;ETI;https://www.reals.fr/fr/;internet@reals.fr;site récent (https+responsive);"pas d'espace client détecté ; pas de devis/commande en ligne détecté";n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/334747573;https://recherche-entreprises.api.gouv.fr/search?q=334747573
A;7;DELTA LABO;489512228;46.90Z;AVIGNON;84000;84;Provence-Alpes-Côte d'Azur;IMMEUBLE LE VENANGO AGROPARC 392 RUE JEAN DAUSSET 84000 AVIGNON;4976069;2025;215922;10 à 19;2023;2006;20;"Olivier Alain Michel Lemasson (52 ans, Directeur Général); Christophe Lucien Muller (57 ans, Directeur Général); Jesus Serra (61 ans, Président de SAS)";61;4;PME;https://www.deltalabo.fr;n/d;"commande/devis en ligne; site récent (https+responsive)";pas d'espace client détecté;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/489512228;https://recherche-entreprises.api.gouv.fr/search?q=489512228
A;7;DISTRIMPEX;389007402;46.76Z;ST REMY DE PROVENCE;13210;13;Provence-Alpes-Côte d'Azur;DOMAINE DE BARREL RTE DE MOLLEGES 13210 ST REMY DE PROVENCE;3771645;2025;59594;10 à 19;2023;1992;34;Serge Coudert (89 ans, Président de SAS);89;2;PME;https://distrimpex.com/;n/d;"fax affiché; site récent (https+responsive)";"pas d'espace client détecté ; pas de devis/commande en ligne détecté ; fax encore affiché";n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/389007402;https://recherche-entreprises.api.gouv.fr/search?q=389007402
A;7;LA BROCANTE INDUSTRIELLE (MAISON DU FER);732621545;46.74A;VEDENE;84270;84;Provence-Alpes-Côte d'Azur;240 ALLEE JEAN BERTIN 84270 VEDENE;3637760;2024;154942;10 à 19;2023;1973;53;"Carole Guedes (52 ans, Directeur Général); Jacky Bertacchini (76 ans, Directeur général délégué); Jerome Bertacchini (54 ans, Président de SAS)";76;2;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/732621545;https://recherche-entreprises.api.gouv.fr/search?q=732621545
A;7;UNIVERS DU JETABLE 13 (UDJ13);389515305;46.69C;MARSEILLE;13014;13;Provence-Alpes-Côte d'Azur;PARC CLUB AYGALADES BAT 4 31 BOULEVARD FREDERIC SAUVAGE 13014 MARSEILLE;3560506;2024;90306;10 à 19;2023;1993;33;Jean Louis Berthelot (64 ans, Gérant);64;3;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/389515305;https://recherche-entreprises.api.gouv.fr/search?q=389515305
A;7;IMPORTALUX;317962637;46.49Z;OPIO;06650;06;Provence-Alpes-Côte d'Azur;6 ROUTE DE GRASSE 06650 OPIO;2555560;2024;269436;10 à 19;2023;1980;46;Amaury Scordel (78 ans, Gérant);78;3;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/317962637;https://recherche-entreprises.api.gouv.fr/search?q=317962637
A;7;BATYCEL;435082433;46.44Z;PUGET-SUR-ARGENS;83480;83;Provence-Alpes-Côte d'Azur;293 CHEMIN DES VERNEDES 83480 PUGET-SUR-ARGENS;2055189;2024;-329081;10 à 19;2023;2001;25;Yannick Battistel (64 ans, Président de SAS);64;2;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/435082433;https://recherche-entreprises.api.gouv.fr/search?q=435082433
A;7;SOCIETE DES OCRES DE FRANCE;332150853;46.72Z;APT;84400;84;Provence-Alpes-Côte d'Azur;IMPASSE DES OCRIERS 84400 APT;1536537;2022;162567;10 à 19;2023;1985;41;"Andre Guigou (78 ans, Gérant); Stephanie Angles (51 ans, Gérant)";78;3;PME;https://des.com/;info@des.com;site récent (https+responsive);"pas d'espace client détecté ; pas de devis/commande en ligne détecté";n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/332150853;https://recherche-entreprises.api.gouv.fr/search?q=332150853
A;6;TECHTRAINING;398459511;46.43Z;BOIS-D'ARCY;78390;78;Île-de-France;ZAC DE LA CROIX BONNET 20 RUE GEORGES MELIES 78390 BOIS-D'ARCY;5055945;2021;-358305;10 à 19;2023;1994;32;Philippe Charrier (64 ans, Président de SAS);64;2;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/398459511;https://recherche-entreprises.api.gouv.fr/search?q=398459511
A;6;FASUAL;532716636;46.90Z;PARIS;75016;75;Île-de-France;21 RUE DE LONGCHAMP 75016 PARIS;4978327;2022;-85844;10 à 19;2023;2011;15;Fabrice David Olivier Piroue (56 ans, Président de SAS);56;2;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/532716636;https://recherche-entreprises.api.gouv.fr/search?q=532716636
A;6;V. NAILS DIFFUSION;521986273;46.69C;IVRY-SUR-SEINE;94200;94;Île-de-France;28 RUE MARCEAU 94200 IVRY-SUR-SEINE;3680004;2025;485169;10 à 19;2023;2010;16;Bich Ngoc Le (59 ans, Gérant);59;2;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/521986273;https://recherche-entreprises.api.gouv.fr/search?q=521986273
A;6;RENNER FRANCE;531194314;46.75Z;MORIGNY-CHAMPIGNY;91150;91;Île-de-France;16 AVENUE DES CHAMPINS 91150 MORIGNY-CHAMPIGNY;3363255;2025;197109;10 à 19;2023;2011;15;"Olivier Daniel Claude Pacary (53 ans, Gérant); Andréa Sissa (57 ans, Gérant)";57;3;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/531194314;https://recherche-entreprises.api.gouv.fr/search?q=531194314
A;6;TODEMINS;380027128;46.69C;SARTROUVILLE;78500;78;Île-de-France;ZA LES PERRIERS 23 RUE DE BEAUCE 78500 SARTROUVILLE;937568;2017;-19824;10 à 19;2023;1990;36;"Jose De Sousa Goncalves (70 ans, Directeur Général); Valerie Edith Christine De Sousa Goncalves (56 ans, Président de SAS)";70;3;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/380027128;https://recherche-entreprises.api.gouv.fr/search?q=380027128
A;6;LANCASTER;387651565;46.49Z;PARIS;75008;75;Île-de-France;422 RUE SAINT-HONORE 75008 PARIS;n/d;n/d;n/d;20 à 49;2023;1992;34;Thomas Tchen (55 ans, Gérant);55;4;PME;https://www.lancaster.com/;n/d;"commande/devis en ligne; site récent (https+responsive)";pas d'espace client détecté;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/387651565;https://recherche-entreprises.api.gouv.fr/search?q=387651565
A;6;PACKNWOOD;321550337;46.49Z;MORANGIS;91420;91;Île-de-France;4 RUE NICEPHORE NIEPCE 91420 MORANGIS;n/d;n/d;n/d;10 à 19;2023;1981;45;Serge Salomon Merran (73 ans, Président de SAS);73;3;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/321550337;https://recherche-entreprises.api.gouv.fr/search?q=321550337
A;6;SACIM DISTRIBUTION;497966697;46.49Z;PARIS;75016;75;Île-de-France;57 RUE PERGOLESE 75016 PARIS;n/d;n/d;n/d;20 à 49;2023;2007;19;Dominique Cognee (77 ans, Président de SAS);77;4;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/497966697;https://recherche-entreprises.api.gouv.fr/search?q=497966697
A;6;AU TRESOR DE PARIS;352905491;46.49Z;PARIS;75010;75;Île-de-France;6 RUE BOUCHARDON 75010 PARIS;n/d;n/d;n/d;10 à 19;2023;1989;37;Jean-Marie Delaunay (78 ans, Gérant);78;3;PME;https://www.autresordeparis.com;n/d;"commande/devis en ligne; formulaire de contact; site récent (https+responsive)";pas d'espace client détecté;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/352905491;https://recherche-entreprises.api.gouv.fr/search?q=352905491
A;6;MARLINE (ASPEN GROUP FRANCE);382959039;46.71Z;BRIERES-LES-SCELLES;91150;91;Île-de-France;ZI SUD ESSOR 5 RUE MARCEL LALOYEAU 91150 BRIERES-LES-SCELLES;n/d;n/d;n/d;20 à 49;2023;1991;35;Jean-Francois Thomas Bonin (59 ans, Président de SAS);59;2;PME;https://www.marline.fr;commandes@marline.fr;site récent (https+responsive);"pas d'espace client détecté ; pas de devis/commande en ligne détecté";n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/382959039;https://recherche-entreprises.api.gouv.fr/search?q=382959039
A;6;PETIT JOUR;311068852;46.49Z;PARIS;75009;75;Île-de-France;7 AVENUE TRUDAINE 75009 PARIS;n/d;n/d;n/d;10 à 19;2023;1977;49;"Peter Cordes (87 ans, Membre du conseil de surveillance); Bernard Giroud (85 ans, Vice-Président); Peter Thomas Lettmann (86 ans, Président du conseil de surveillance)";87;2;PME;https://petit-jour.com/;n/d;aucun;"pas d'espace client détecté ; pas de devis/commande en ligne détecté ; site sans balise viewport (non responsive)";n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/311068852;https://recherche-entreprises.api.gouv.fr/search?q=311068852
A;6;GALERIE 54;418301099;46.49Z;PARIS;75016;75;Île-de-France;4 RUE MALLET-STEVENS 75016 PARIS;n/d;n/d;n/d;10 à 19;2023;1998;28;Eric Touchaleaume (70 ans, Président de SAS);70;2;PME;https://galerie54.com/;n/d;site récent (https+responsive);"pas d'espace client détecté ; pas de devis/commande en ligne détecté";n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/418301099;https://recherche-entreprises.api.gouv.fr/search?q=418301099
A;6;ACOSER;533717211;46.76Z;MARSEILLE;13008;13;Provence-Alpes-Côte d'Azur;565 AVENUE DU PRADO 13008 MARSEILLE;1018053;2024;7865;10 à 19;2023;2011;15;Didier Despres (62 ans, Président de SAS);62;2;ETI;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/533717211;https://recherche-entreprises.api.gouv.fr/search?q=533717211
B;5;STEINITZ;511032294;46.49Z;PARIS;75008;75;Île-de-France;6 RUE ROYALE 75008 PARIS;n/d;n/d;n/d;20 à 49;2023;2009;17;Benjamin Steinitz (56 ans, Gérant);56;4;PME;https://www.steinitz.fr/fr/;steinitz@steinitz.fr;site récent (https+responsive);"pas d'espace client détecté ; pas de devis/commande en ligne détecté";n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/511032294;https://recherche-entreprises.api.gouv.fr/search?q=511032294
B;5;RTEK;811404458;46.69C;ARGENTEUIL;95100;95;Île-de-France;151 RUE MICHEL CARRE 95100 ARGENTEUIL;n/d;n/d;n/d;10 à 19;2023;2015;11;Rudolf Schaffler (60 ans, Président de SAS);60;2;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/811404458;https://recherche-entreprises.api.gouv.fr/search?q=811404458
B;5;SEL (LES JARDINS);354044257;46.47Z;AIX-EN-PROVENCE;13290;13;Provence-Alpes-Côte d'Azur;ZAC PARC DE LA DURANNE 1115 RUE RENE DESCARTES 13290 AIX-EN-PROVENCE;5845049;2025;-31584;10 à 19;2023;1990;36;"Denis Emile Georges Marcel (75 ans, Président de SAS); Geofrey Mickaël Denis Marcel (35 ans, Directeur Général)";75;3;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/354044257;https://recherche-entreprises.api.gouv.fr/search?q=354044257
B;5;AVON COMMUNICATIONS;393477922;46.52Z;MARSEILLE;13016;13;Provence-Alpes-Côte d'Azur;VIL ENT ST HENRI BT 3-14 14 RUE ANNE GACON 13016 MARSEILLE;5519161;2018;792812;20 à 49;2023;1994;32;Pascal Avon (59 ans, Président de SAS);59;3;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/393477922;https://recherche-entreprises.api.gouv.fr/search?q=393477922
B;5;SOCIETE DE COMMERCIALISATION DE MENUISERIE INDUSTRIELLE (S.C.A.M.I.);737080192;46.73A;VERQUIERES;13670;13;Provence-Alpes-Côte d'Azur;1 IMPASSE DE LA MONEDE 13670 VERQUIERES;5228971;2025;5818;10 à 19;2023;1970;56;"Boris Marie Joan Vialle (42 ans, Président de SAS); Pierre Marie André Vialle (70 ans, Directeur Général)";70;2;PME;n/d;n/d;n/d;aucun site trouvé par sondage de domaine — signal de faible digitalisation à confirmer manuellement;n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/737080192;https://recherche-entreprises.api.gouv.fr/search?q=737080192
